INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,CONTROL,LATITUDE,LONGITUDE,MENONLY,WOMENONLY,ADM_RATE_ALL,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,AVGFACSAL,PCTPELL,RET_FT4,PCTFLOAN,AGE_ENTRY,FEMALE,MARRIED,VETERAN,FIRST_GEN,FAMINC,MD_FAMINC
Alaska Career College,Anchorage,AK,99507-1033,Accrediting Commission of Career Schools and Colleges,www.alaskacareercollege.edu,3,61.181443,-149.856954,0,0,NULL,NULL,0,424,0.3632,0.125,0.1014,0.2193,0.158,0.0024,0.0142,0.0024,0.0142,NULL,20269,NULL,NULL,15315,4442,0.7392,NULL,0.7901,27.03846154,0.822115385,0.229166667,0.020833333,0.476772616,32849.29167,23113.5
Empire Beauty School-Tucson,Tucson,AZ,85716,National Accrediting Commission of Career Arts and Sciences,www.empire.edu,3,32.235657,-110.927187,0,0,NULL,NULL,0,104,0.1923,0.0673,0.4904,0,0.0385,0.0096,0.125,0,0.0769,NULL,17597,NULL,NULL,17424,NULL,0.7529,NULL,0.6667,25.78489245,0.944972486,0.114057029,0.008504252,0.569871795,21986.05903,14099
Thunderbird School of Global Management,Glendale,AZ,85306-6000,NULL,https://thunderbird.asu.edu/,1,33.620887,-112.180861,0,0,0.770190584,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17237,NULL,NULL,NULL,24.7478311,0.556830661,0.150779706,0.006534153,0.381317921,56365.77633,35851.5
American Institute of Trucking,Phoenix,AZ,85043-4380,Accrediting Commission of Career Schools and Colleges,www.ait-schools.com,3,33.426692,-112.162577,0,0,NULL,NULL,0,274,0.438,0.2409,0.2044,0,0.0109,0,0.0766,0,0.0292,NULL,20818,NULL,NULL,9450,NULL,0.3985,NULL,0.6678,36.05676244,0.144358795,0.307638402,0.076384022,0.664932362,23413.0869,19377
Carrington College-Phoenix North,Phoenix,AZ,85051-4063,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.carrington.edu,3,33.561689,-112.116105,0,0,0.509991312,NULL,0,653,0.242,0.0735,0.5712,0.0092,0.0689,0.0061,0.0138,0,0.0153,NULL,23343,NULL,NULL,14128,3848,0.772,NULL,0.5699,26.39643653,0.821158129,0.157238307,0.006013363,0.554835072,24522.549,16832.5
Carrington College-Mesa,Mesa,AZ,85210,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.carrington.edu,3,33.39248,-111.853218,0,0,0.509991312,NULL,0,599,0.3923,0.0651,0.3706,0.0167,0.1235,0.0083,0.0234,0,0,NULL,23180,NULL,NULL,14128,4994,0.6528,NULL,0.4896,26.39643653,0.821158129,0.157238307,0.006013363,0.554835072,24522.549,16832.5
Carrington College-Tucson,Tucson,AZ,85745,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.carrington.edu,3,32.224391,-110.983056,0,0,0.509991312,NULL,0,308,0.2305,0.0455,0.6396,0.0097,0.0552,0,0.013,0,0.0065,NULL,22237,NULL,NULL,14128,NULL,0.7431,NULL,0.519,26.39643653,0.821158129,0.157238307,0.006013363,0.554835072,24522.549,16832.5
CollegeAmerica-Flagstaff,Flagstaff,AZ,86001,Accrediting Commission of Career Schools and Colleges,www.collegeamerica.edu,2,35.194495,-111.657673,0,0,NULL,NULL,0,101,0.2277,0.0198,0.0792,0,0.6139,0.0099,0.0495,0,0,31236,NULL,16968,16968,NULL,4752,0.8394,1,0.854,27.92113565,0.681388013,0.191377497,0.014721346,0.584527221,17444.69506,13117
Arizona Academy of Beauty-East,Tucson,AZ,85712,National Accrediting Commission of Career Arts and Sciences,www.arizonaacademy.com,3,32.237253,-110.872305,0,0,NULL,NULL,0,90,0.2667,0.1,0.4778,0.0111,0.0444,0,0.0889,0,0.0111,NULL,23280,NULL,NULL,14500,NULL,0.6,NULL,0.5765,28.58035714,PrivacySuppressed,0.258928571,PrivacySuppressed,0.505376344,20075.72321,12607.5
Arizona Automotive Institute,Glendale,AZ,85301-3579,Accrediting Commission of Career Schools and Colleges,www.aai.edu,3,33.537249,-112.157344,0,0,NULL,NULL,0,739,0.3897,0.0663,0.3437,0.0054,0.18,0.0027,0,0,0.0122,NULL,33774,NULL,NULL,19220,NULL,0.7697,NULL,0.7148,28.2341119,0.51059207,0.24551874,0.021908383,0.586231884,22994.26779,16310
Brookline College-Phoenix,Phoenix,AZ,85021,Accrediting Bureau of Health Education Schools,www.brooklinecollege.edu,3,33.566102,-112.112473,0,0,NULL,NULL,0,1101,0.3824,0.1826,0.3025,0.0454,0.0454,0.0064,0.0282,0,0.0073,NULL,31746,NULL,NULL,85000,5514,0.5747,0.5677,0.5806,29.24475777,0.796095445,0.216196674,0.006869125,0.559032717,21243.80658,15003.5
Arizona State University-Tempe,Tempe,AZ,85287,Higher Learning Commission,www.asu.edu/,1,33.417721,-111.934383,0,0,0.770190584,1147,0,42224,0.5081,0.0384,0.1958,0.071,0.0112,0.0023,0.0401,0.1264,0.0066,23931,NULL,10370,26470,NULL,11068,0.3007,0.8588,0.4095,24.7478311,0.556830661,0.150779706,0.006534153,0.381317921,56365.77633,35851.5
Arizona Western College,Yuma,AZ,85365-8834,Higher Learning Commission,www.azwestern.edu,1,32.689306,-114.495968,0,0,NULL,NULL,0,6511,0.1534,0.0237,0.7234,0.0094,0.0108,0.0037,0.0151,0.0232,0.0375,14559,NULL,2600,9590,NULL,6487,0.5398,NULL,0.0329,23.21819527,0.53229783,0.147682446,0.006410256,0.610764687,25140.53994,21462.5
University of Arizona,Tucson,AZ,85721-0066,Higher Learning Commission,www.arizona.edu,1,32.232672,-110.950815,0,0,0.78618039,NULL,0,33402,0.5132,0.0389,0.2576,0.0546,0.0117,0.0027,0.0451,0.068,0.0081,24633,NULL,11769,34967,NULL,10590,0.3056,0.8048,0.3986,21.3087377,0.562853907,0.044080495,0.003136162,0.314072957,69476.75817,43043
Southwest University of Visual Arts-Tucson,Tucson,AZ,85716,Higher Learning Commission,www.suva.edu,3,32.252879,-110.927265,0,0,NULL,NULL,0,132,0.447,0.053,0.447,0,0.0379,0,0,0,0.0152,32254,NULL,23069,23069,NULL,5574,0.4599,0.8333,0.6715,23.59405941,0.544554455,0.099009901,PrivacySuppressed,0.4,39050.14852,28146
Central Arizona College,Coolidge,AZ,85128-9030,Higher Learning Commission,www.centralaz.edu,1,32.957092,-111.652501,0,0,NULL,NULL,0,4865,0.4043,0.0719,0.3081,0.0201,0.0543,0.0058,0.038,0.0051,0.0923,10290,NULL,2520,10980,NULL,6378,0.4428,NULL,0.1469,25.70838926,0.598322148,0.179865772,0.008389262,0.498192045,29071.80369,23659.5
Brown Mackie College-Tucson,Tucson,AZ,85712,NULL,www.brownmackie.edu/locations/tucson,3,32.236736,-110.895086,0,0,NULL,NULL,0,171,0.3158,0.0994,0.5029,0.0058,0.0468,0.0058,0,0,0.0234,NULL,NULL,NULL,NULL,NULL,6708,0.8622,NULL,0.7044,27.4361521,0.677497162,0.161464245,0.009648127,0.488765024,25227.56328,16797
Charles of Italy Beauty College,Lake Havasu City,AZ,86403,National Accrediting Commission of Career Arts and Sciences,www.charlesofitaly.edu,3,34.477485,-114.332686,0,0,NULL,NULL,0,60,0.8167,0.0167,0.0667,0,0.0667,0,0.0167,0,0.0167,NULL,13981,NULL,NULL,11500,NULL,0.566,NULL,0.4906,28.34210526,PrivacySuppressed,0.25,PrivacySuppressed,0.492307692,24964.64474,14913
Cochise County Community College District,Sierra Vista,AZ,85635-2317,Higher Learning Commission,https://www.cochise.edu,1,31.564597,-110.246946,0,0,NULL,NULL,0,3764,0.3791,0.0499,0.4859,0.0181,0.0058,0.005,0.0303,0.0109,0.0149,10165,NULL,1896,6000,NULL,6336,0.3676,NULL,0.0744,24.1831972,0.567677946,0.172695449,0.008168028,0.486238532,25421.04201,20864
Empire Beauty School-Flagstaff,Flagstaff,AZ,86004,National Accrediting Commission of Career Arts and Sciences,www.empire.edu,3,35.197151,-111.625936,0,0,NULL,NULL,0,35,0.3714,0,0.2,0,0.2286,0,0.0571,0,0.1429,NULL,17153,NULL,NULL,17424,NULL,0.7049,NULL,0.7377,25.59180918,0.94779478,0.114311431,0.0090009,0.501391208,24748.90189,15061
Empire Beauty School-Chandler,Chandler,AZ,85224,National Accrediting Commission of Career Arts and Sciences,www.empire.edu,3,33.347586,-111.860423,0,0,NULL,NULL,0,62,0.4194,0.1129,0.3226,0,0.0645,0.0161,0.0484,0,0.0161,NULL,17777,NULL,NULL,17424,NULL,0.7596,NULL,0.7115,25.59180918,0.94779478,0.114311431,0.0090009,0.501391208,24748.90189,15061
Cortiva Institute-Tucson,Tucson,AZ,85710,Accrediting Commission of Career Schools and Colleges,www.cortiva.com/,3,32.21901,-110.856785,0,0,NULL,NULL,0,89,0.5056,0.0899,0.3034,0.0112,0.0449,0,0.0112,0,0.0337,NULL,23003,NULL,NULL,11254,NULL,0.7559,NULL,0.8685,29.86131387,0.659367397,0.184914842,PrivacySuppressed,0.49695122,25588.17518,17866
Avalon School of Cosmetology-Mesa,Mesa,AZ,85210,National Accrediting Commission of Career Arts and Sciences,avalon.edu/locations/mesa-az/,3,33.376583,-111.858305,0,0,NULL,NULL,0,286,0.4161,0.0944,0.3951,0.0245,0.028,0,0.0175,0,0.0245,NULL,16561,NULL,NULL,16000,NULL,0.5842,NULL,0.7168,24.92873741,0.956622773,0.180480248,0.010069713,0.488605287,35576.54067,23353
Eastern Arizona College,Thatcher,AZ,85552-0769,Higher Learning Commission,www.eac.edu,1,32.843664,-109.76234,0,0,NULL,NULL,0,5082,0.5988,0.0415,0.2066,0.0085,0.0819,0.0069,0.0112,0.0132,0.0315,12813,NULL,2400,9360,NULL,8176,0.1802,NULL,0,24.15144766,0.572383074,0.138084633,PrivacySuppressed,0.39347079,23819.86117,18854
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,Southern Association of Colleges and Schools Commission on Colleges,prescott.erau.edu/,2,34.616766,-112.449741,0,0,0.711157584,NULL,0,2363,0.606,0.0216,0.0377,0.055,0.0034,0.0068,0.1096,0.0753,0.0846,48992,NULL,33826,33826,NULL,8855,0.2553,0.8428,0.4871,25.38523146,0.181643441,0.335415666,0.019541887,0.355459272,58582.5004,38662
School of Architecture at Taliesin,Scottsdale,AZ,85259,Higher Learning Commission,www.taliesin.edu,2,33.607097,-111.845411,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1950,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Glendale Community College,Glendale,AZ,85302,Higher Learning Commission,www.gccaz.edu,1,33.570226,-112.190735,0,0,NULL,NULL,0,14854,0.4077,0.0715,0.375,0.0441,0.0168,0.0034,0.0211,0.0094,0.0511,11400,NULL,2094,7878,NULL,7410,0.3365,NULL,0.1327,24.81320098,0.567874178,0.132009798,0.005930128,0.529686243,27349.88604,22267
Grand Canyon University,Phoenix,AZ,85017,Higher Learning Commission,www.gcu.edu,3,33.513231,-112.129929,0,0,0.569362975,NULL,0,45495,0.4866,0.1711,0.1959,0.0345,0.01,0.006,0.0351,0,0.0608,31156,NULL,17050,17050,NULL,6289,0.4575,0.6575,0.5967,31.01565192,0.743284234,0.31784319,0.008590357,0.474408053,45046.41532,29879
Olympian Academy of Cosmetology,Tempe,AZ,85282-6730,NULL,www.internationalacademyofhairdesign.com,3,33.381388,-111.939931,0,0,NULL,NULL,0,55,0.2545,0.2545,0.3273,0,0.0182,0,0,0,0.1455,NULL,18711,NULL,NULL,15495,NULL,0.5227,NULL,0.5455,27.18138908,0.876601484,0.175994606,PrivacySuppressed,0.513134851,23011.99056,15529
GateWay Community College,Phoenix,AZ,85034,Higher Learning Commission,www.gatewaycc.edu,1,33.449686,-111.997077,0,0,NULL,NULL,0,4435,0.3247,0.1136,0.4129,0.0345,0.0327,0.002,0.0198,0.0065,0.0532,12293,NULL,2094,7878,NULL,6962,0.3433,NULL,0.2047,27.91328671,0.618181818,0.18041958,0.005244755,0.56622807,26670.44126,21260
Mesa Community College,Mesa,AZ,85202,Higher Learning Commission,www.mesacc.edu,1,33.390323,-111.871255,0,0,NULL,NULL,0,16672,0.4722,0.0617,0.2592,0.0403,0.0374,0.0046,0.0256,0.0332,0.0659,11943,NULL,2094,7878,NULL,7653,0.3044,NULL,0.1681,25.26604313,0.545336451,0.131073006,0.007144713,0.457851491,29624.76137,22608.5
Mohave Community College,Kingman,AZ,86409-1238,Higher Learning Commission,https://www.mohave.edu,1,35.270996,-114.029838,0,0,NULL,NULL,0,2770,0.6729,0.0134,0.2296,0.0166,0.0191,0.0083,0.026,0,0.0141,11449,NULL,2112,6972,NULL,6290,0.4094,NULL,0.1555,27.52591284,0.630153121,0.22614841,0.020023557,0.536089699,24158.01885,19727
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Phoenix,AZ,85027,Accrediting Commission of Career Schools and Colleges,www.uti.edu/,3,33.684428,-112.121336,0,0,NULL,NULL,0,1182,0.6684,0.0321,0.1168,0.0076,0.0262,0.0085,0.0838,0,0.0567,NULL,21374,NULL,NULL,27100,NULL,0.4595,NULL,0.5309,25.00465503,0.038736492,0.154613466,0.031255195,0.51090218,38915.83392,26362
Dine College,Tsaile,AZ,86556,Higher Learning Commission,www.dinecollege.edu,1,36.293328,-109.21684,0,0,NULL,NULL,0,1276,0.0047,0,0.0008,0,0.9922,0,0.0008,0.0016,0,13499,NULL,725,725,NULL,5410,0.6007,NULL,0,24.19835841,0.634746922,0.076607387,PrivacySuppressed,0.431893688,18788.97948,14495
Northern Arizona University,Flagstaff,AZ,86011-4092,Higher Learning Commission,https://nau.edu/,1,35.188449,-111.653724,0,0,0.780449727,NULL,0,26399,0.5808,0.0333,0.2283,0.0192,0.0256,0.0028,0.0566,0.0436,0.0097,25174,NULL,10764,24144,NULL,8017,0.3537,0.7553,0.4842,24.12509743,0.63858145,0.126656274,0.00537802,0.386862576,58604.89696,41212
Northland Pioneer College,Holbrook,AZ,86025-0610,Higher Learning Commission,www.npc.edu,1,34.93031,-110.142199,0,0,NULL,NULL,0,1469,0.4779,0.0129,0.115,0.0068,0.3295,0.002,0.017,0.0014,0.0374,11005,NULL,1760,8120,NULL,6014,0.2803,NULL,0,26.97667639,0.62244898,0.199708455,0.017492711,0.466437177,19532.01604,14950
Ottawa University-Phoenix,Phoenix,AZ,85021,Higher Learning Commission,www.ottawa.edu,2,33.572173,-112.113001,0,0,0.500690608,NULL,0,293,0.6348,0.1092,0,0.0137,0.0239,0,0.0512,0,0.1672,NULL,NULL,NULL,NULL,NULL,6125,0.4984,NULL,0.6057,29.53267974,0.62745098,0.284313726,0.013071895,0.400868307,49555.75686,37231.5
Phoenix College,Phoenix,AZ,85013,Higher Learning Commission,www.phoenixcollege.edu,1,33.481361,-112.088293,0,0,NULL,NULL,0,9423,0.223,0.0995,0.5113,0.028,0.0261,0.0018,0.0132,0.0089,0.0882,11775,NULL,2094,7878,NULL,7508,0.4053,NULL,0.1982,25.67357708,0.629852997,0.121748963,0.006596306,0.61575524,24648.84301,20661
Cortiva Institute-Scottsdale,Scottsdale,AZ,85257,Accrediting Council for Continuing Education & Training,www.cortiva.com/,3,33.466153,-111.90807,0,0,NULL,NULL,0,89,0.5056,0.0449,0.2809,0.0449,0.0337,0,0.0112,0,0.0787,NULL,20625,NULL,NULL,11254,NULL,0.5798,NULL,0.8723,30.23076923,0.71978022,0.181318681,PrivacySuppressed,0.475609756,32067.86264,20356.5
Pima Community College,Tucson,AZ,85709-1275,Higher Learning Commission,www.pima.edu,1,32.222125,-110.886659,0,0,NULL,NULL,0,21843,0.3881,0.0448,0.4483,0.0273,0.0237,0.0039,0.0358,0.0128,0.0152,8727,NULL,2046,7362,NULL,5390,0.3224,NULL,0.1126,24.66969086,0.544242832,0.121079749,0.009744624,0.477607973,26934.13777,20576
Pima Medical Institute-Tucson,Tucson,AZ,85716,Accrediting Bureau of Health Education Schools,pmi.edu,3,32.2502,-110.921301,0,0,NULL,NULL,0,2109,0.4163,0.0692,0.3698,0.0469,0.0171,0.0057,0.0474,0.0009,0.0266,NULL,24549,NULL,NULL,12380,5645,0.4708,0.4437,0.6484,26.64197627,0.831303808,0.203443729,0.008686884,0.505392912,31765.58024,21596
Pima Medical Institute-Albuquerque,Albuquerque,NM,87110,Accrediting Bureau of Health Education Schools,pmi.edu,3,35.104855,-106.59488,0,0,NULL,NULL,0,872,0.2282,0.0264,0.5677,0.0172,0.1227,0.0011,0.0183,0,0.0183,NULL,22531,NULL,NULL,12380,6028,0.6581,NULL,0.7222,26.64197627,0.831303808,0.203443729,0.008686884,0.505392912,31765.58024,21596
Prescott College,Prescott,AZ,86301,Higher Learning Commission,www.prescott.edu,2,34.5452,-112.477185,0,0,0.684713376,1089,0,349,0.7049,0.0143,0.0716,0.0115,0.0372,0,0.0688,0.0086,0.0831,39865,NULL,28943,28943,NULL,3236,0.4408,0.7143,0.5614,27.98067633,0.695652174,0.149758454,PrivacySuppressed,0.231958763,51224.86473,26676
Refrigeration School Inc,Phoenix,AZ,85034-1816,Accrediting Commission of Career Schools and Colleges,https://www.refrigerationschool.com,3,33.448692,-111.989357,0,0,NULL,NULL,0,657,0.4216,0.0898,0.2846,0.0152,0.0761,0.0122,0.0198,0,0.0807,NULL,26519,NULL,NULL,19350,3903,0.6414,NULL,0.7016,30.48436019,0.025592417,0.2492891,0.042654028,0.522565321,27944.33934,21165
Rio Salado College,Tempe,AZ,85281,Higher Learning Commission,www.rio.maricopa.edu,1,33.413309,-111.97417,0,0,NULL,NULL,0,6514,0.5295,0.1081,0.2301,0.0246,0.0181,0.0037,0.0229,0.0026,0.0605,10678,NULL,2094,7878,NULL,7065,0.1488,NULL,0.1237,30.17698328,0.675738172,0.254713625,0.009960868,0.473234743,27962.75649,21808.5
Roberto-Venn School of Luthiery,Phoenix,AZ,85007,Accrediting Commission of Career Schools and Colleges,www.roberto-venn.com,3,33.45489,-112.086161,0,0,NULL,NULL,0,40,0.9,0,0.05,0,0.025,0,0,0.025,0,NULL,23515,NULL,NULL,10980,NULL,0.4035,NULL,0.5263,27.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,47177.12963,26717.5
Hair Academy of Safford,Safford,AZ,85546,NULL,hairacademysafford.com,3,32.835363,-109.726795,0,0,NULL,NULL,0,57,0.4912,0.0175,0.4912,0,0,0,0,0,0,NULL,11996,NULL,NULL,13608,NULL,0.4259,NULL,0.3148,28,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,11888.30556,2211.5
Scottsdale Community College,Scottsdale,AZ,85256,Higher Learning Commission,www.scottsdalecc.edu,1,33.51135,-111.885186,0,0,NULL,NULL,0,6431,0.5585,0.0554,0.1925,0.0275,0.065,0.0047,0.0295,0.0117,0.0552,12375,NULL,2094,7878,NULL,7439,0.1794,NULL,0.1164,25.55099648,0.531848378,0.096131301,0.009378664,0.40233498,30520.67136,22000
South Mountain Community College,Phoenix,AZ,85042,Higher Learning Commission,www.southmountaincc.edu,1,33.382406,-112.032635,0,0,NULL,NULL,0,3244,0.1242,0.1751,0.5465,0.0277,0.0438,0.0018,0.0142,0.0102,0.0564,11801,NULL,2094,7878,NULL,7452,0.4504,NULL,0.1976,25.0490968,0.593793423,0.094025012,0.007410838,0.589511754,25159.1459,21078
Arizona Christian University,Phoenix,AZ,85032-7097,Higher Learning Commission,www.arizonachristian.edu,2,33.595117,-112.026211,0,0,0.591623037,963,0,684,0.5117,0.1506,0.1988,0.0088,0.0073,0.0073,0.0629,0.0263,0.0263,36297,NULL,23896,23896,NULL,5471,0.3954,0.6176,0.6457,22.75910931,0.289473684,0.064777328,PrivacySuppressed,0.382550336,53447.11539,36206.5
Tucson College,Tucson,AZ,85711,NULL,www.tucsoncollege.edu,3,32.222353,-110.882243,0,0,NULL,NULL,0,102,0.2059,0.0686,0.549,0.049,0.0882,0.0098,0.0098,0,0.0196,NULL,27056,NULL,NULL,14682,NULL,0.5137,NULL,0.4132,27.67355372,0.5,0.198347107,PrivacySuppressed,0.544444444,17410.74793,15805
Universal Technical Institute of Arizona Inc,Avondale,AZ,85323,Accrediting Commission of Career Schools and Colleges,www.uti.edu,3,33.453005,-112.288123,0,0,NULL,NULL,0,1896,0.4362,0.0269,0.3033,0.0274,0.058,0.0316,0.0928,0.0011,0.0227,NULL,24064,NULL,NULL,43950,5012,0.4746,NULL,0.6082,22.80322043,0.037645752,0.108828429,0.018212104,0.548605358,42458.6794,28618
Western International University,Tempe,AZ,85282,Higher Learning Commission,www.west.edu,3,33.403294,-111.964527,0,0,NULL,NULL,0,1133,0.4484,0.1853,0.165,0.0168,0.0194,0.0079,0.0512,0,0.1059,17736,NULL,6000,6000,NULL,5939,0.3556,0.75,0.2888,34.8968254,0.668650794,0.35515873,0.01984127,0.508158508,33465.10119,25312
Empire Beauty School-NW Phoenix,Phoenix,AZ,85051,National Accrediting Commission of Career Arts and Sciences,www.empire.edu,3,33.538093,-112.118168,0,0,NULL,NULL,0,95,0.1684,0.3158,0.3158,0,0.0526,0.0211,0,0,0.1263,NULL,18050,NULL,NULL,17424,NULL,0.7828,NULL,0.7149,26.16532041,0.933764136,0.133548735,0.008616047,0.552452316,21932.61712,14091
Yavapai College,Prescott,AZ,86301,Higher Learning Commission,www.YC.EDU,1,34.547495,-112.453395,0,0,NULL,NULL,0,4634,0.5539,0.0101,0.161,0.0082,0.0283,0.0019,0.0151,0.0011,0.2203,11141,NULL,2280,9120,NULL,7009,0.2995,NULL,0.1045,27.90088198,0.563628727,0.193616128,0.008819824,0.5,23844.88786,17699
University of Arkansas at Little Rock,Little Rock,AR,72204,Higher Learning Commission,ualr.edu/www/,1,34.723254,-92.339778,0,0,0.898280098,1029,0,7023,0.4932,0.2694,0.0814,0.0231,0.0028,0,0.1018,0.0212,0.007,21392,NULL,8061,19499,NULL,7683,0.3798,0.6843,0.4446,25.51552309,0.646490999,0.171145317,0.006000522,0.391040462,39269.29246,27239
University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,Higher Learning Commission,www.uams.edu,1,34.749048,-92.320046,0,0,NULL,NULL,0,656,0.7424,0.122,0.0518,0.0274,0.0046,0,0.029,0.0061,0.0168,NULL,NULL,NULL,NULL,NULL,9346,0.3488,NULL,0.6072,28.42,0.8375,0.29,PrivacySuppressed,0.395027624,42150.5275,29171.5
Arkansas Baptist College,Little Rock,AR,72202-6068,Higher Learning Commission,www.arkansasbaptist.edu,2,34.734751,-92.290555,0,0,NULL,NULL,0,878,0.0456,0.9419,0.0103,0.0011,0,0,0,0.0011,0,21857,NULL,8760,8760,NULL,4441,0.8859,0.4444,0.8061,21.672,0.250285714,0.016,PrivacySuppressed,0.449528937,20377.13371,14641
Arkansas Beauty School-Little Rock,Little Rock,AR,72209,National Accrediting Commission of Career Arts and Sciences,arkbeautyschool.com,3,34.672171,-92.343366,0,0,NULL,NULL,0,89,0.0787,0.8652,0.0562,0,0,0,0,0,0,NULL,22463,NULL,NULL,18540,NULL,0.6405,NULL,0.5817,28.24309392,0.922651934,0.138121547,PrivacySuppressed,0.554054054,13911.44751,11328
Arkansas Beauty College,Russellville,AR,72801,Accrediting Commission of Career Schools and Colleges,www.arkansasbeautycollegersvlar.com/,3,35.27902,-93.135369,0,0,NULL,NULL,0,17,0.8235,0,0.1765,0,0,0,0,0,0,NULL,13158,NULL,NULL,14400,NULL,0.6486,NULL,0.7027,25.36363636,PrivacySuppressed,0.227272727,PrivacySuppressed,0.529411765,29275,14185
